timestamp,numSV,hDOP,vDOP,hAcc,vAcc,gSpeed,CNO_mean,CNO_std,CNO_gap,low_elev_ratio,PR_RMS,Fault_SVID_count,hard_label,soft_fault_prob,pos_error_2d,residual,scenario
21,25,1.3287773629981514,1.565893636599264,2.7463152466669984,3.776563359414819,7.967481082381957,26.04672343889618,6.532519588551051,7.842626447301527,0.1906120441621478,24.699449256208958,2,1,0.6433252796032886,7.208459816468491,2.262075558443077,medium
22,25,1.5290445826759418,1.8333000662908219,3.3421706946063656,4.10129074084591,7.839545054924455,28.05819179873247,6.634144299067663,6.740032498452814,0.2307308759673453,30.74042922612463,2,1,0.889611087640106,7.105401013013961,2.8451309828971256,medium
23,24,1.4757647111165462,1.6910036461199132,2.7806684787287077,4.055362826541139,7.04053995310061,27.312985436776277,6.793429291008151,5.149026584248688,0.16329248654063738,29.260185393199983,2,1,0.5722915535369446,6.732309596908365,1.9533248006973105,medium
24,24,1.3589234352019466,1.8246457231431896,2.9955907373759683,4.385107556204169,7.585908654435179,26.82795175221812,8.782878408316623,10.089981254537385,0.23062554304003627,26.22500454184268,2,1,0.7749597487744561,7.656462214579145,2.6684467780854675,medium
25,22,1.3819448657571647,1.93021430470948,3.7322780372542415,4.463214241449912,7.20946069615098,26.32725743006759,7.10703028525253,10.630599768689628,0.2660932892586948,33.24976557006613,3,1,0.8622815404416995,7.253428496894485,2.804059140855594,medium
26,23,1.4951590529162684,1.9671611779742564,3.678321495848796,4.408530764630386,8.302678663322432,24.287187055266205,7.092537947600035,8.231330267175991,0.2363210797549542,37.28001209367852,2,1,0.7272440428769638,8.646823594157624,2.450867501752465,medium
27,26,1.6180008577207086,2.018763880984172,3.821323652205437,4.396384460084611,6.990925122943205,28.295771032914185,8.394373082957406,11.442429066758374,0.23205609820958012,30.543997532352474,3,0,0.9419396116335839,1.8906982106608905,3.1201894551597027,medium
28,24,1.404490983345149,2.0278597699905547,3.266413412725854,4.574051900249973,7.349366189849493,23.567929093638913,8.058708198658627,12.159388239759569,0.21942605514130933,29.28609001821686,2,1,0.8308310192497506,7.218907066492775,2.99353201698552,medium
29,26,1.332050849933544,1.8210884475898215,3.054942938518895,4.348764113165203,9.120494014261828,26.178111714816275,7.862690699977733,11.720845388110568,0.22162499681535394,31.552753434035683,4,1,0.8115140509929942,6.942569149477723,2.7502290079136933,medium
30,26,1.2874151954269781,1.8256773326766655,2.8296741594886257,3.86239275720103,7.8333360409282395,25.902709357792265,7.585788214386766,8.201960442382182,0.17445376441314522,30.602237597836012,3,1,0.58070293047321,6.962643602965052,1.9448184620392324,medium
31,27,1.198880686161161,1.6479858523506097,2.85723515981651,3.9262777585548796,8.36480907622574,27.761991355817255,6.819140074953041,9.1869795975191,0.15308136284678214,24.38023756419212,2,1,0.6523527681522978,7.2367578299501965,2.1418668146419484,medium
32,26,1.3518333691791233,1.7017779993349105,3.141232605575628,4.477006575258677,9.402573313143783,27.133076312284587,6.313136703014852,10.610773327802605,0.2273851521770035,21.437944696697688,2,1,0.804073530027066,7.977229706653327,2.6898910343823212,medium
33,25,1.2320433593288378,1.69766852203866,2.6720637786494583,3.6086417231073478,8.190162274310431,29.279692050932017,6.563437588100702,9.895554430244676,0.23810499901989884,29.510414774546973,2,0,0.49487080585124393,1.3593276452252179,1.793923651461317,medium
34,25,1.5366524439989013,1.567982167618472,2.695556503276275,3.8692963101343567,8.68511805049899,24.902748014142734,6.710695658069719,9.115257564585269,0.1739863587295199,23.063330528713287,3,0,0.5018465906035224,1.359382754521627,1.6808466060062404,medium
35,26,1.1415812332829212,1.5745064841919874,2.4702298121891597,3.37371682671519,9.340250278807638,28.237192461424566,7.575550428731623,4.957779093185749,0.178445671100167,31.868717458507387,1,0,0.41148246840094177,1.4387297534799675,1.4590384786070434,medium
36,26,1.0253891970323503,1.7153884169571176,2.3804842257731917,3.6502186727076333,9.399298038248004,27.695143192150802,6.311691265321896,7.5310499582552515,0.1230865998121319,20.549388509111658,1,0,0.4532217825306274,1.308121274277055,1.3224714886189177,medium
37,27,1.1781505294793282,1.4620281711734988,2.4259099627617715,3.243456749162481,9.556677996995361,30.992507155436012,6.345411454999035,3.3366416743995932,0.14367333013586492,18.14369208843064,2,1,0.5217070322501226,5.841085611439845,1.9629761323048807,medium
38,28,1.0038106575242434,1.3894095846457069,2.1725377745616434,2.900463308969701,9.209185665303021,29.12253912500076,6.658134835298609,5.434279001068497,0.10986589027555041,24.379540067899796,0,1,0.47424430857434624,6.421573574853206,1.6147198242455112,medium
39,28,1.0588393879980065,1.4006142862740372,2.6921242731405437,3.431003139892418,9.40421266422083,25.944742873299923,6.597771091678066,0.43110762905340394,0.11271314957320422,15.19746503910758,2,0,0.3262436561201204,1.2852858820406428,1.422523957390303,medium
40,28,1.1690600797022503,1.4590783981255624,2.7404026425626498,3.628281596465077,7.9052198147321056,28.420062584588997,7.133685479254552,2.861878041034632,0.1493904633444689,18.412434112715395,2,0,0.5487163644647203,1.5616557828480826,1.8874066325760692,medium
41,26,1.3004504105219035,1.4462156772725772,2.287204209170025,3.8735489145060296,7.685976815557403,27.088578477805946,6.83437177210167,3.8464912830215923,0.13503368675419283,16.843293681715238,1,0,0.4324615321601504,1.2383547533974528,1.5769611336312481,medium
42,27,1.0068785091720662,1.2683283687064633,2.4079763241023113,3.2207690626580425,9.522361798617894,29.942777504089676,6.307771841041865,6.650970150543816,0.14657418120272936,21.748606178377702,1,0,0.45498091616860764,2.1372298173313222,1.5416585777997835,medium
43,27,1.1186175823116802,1.469306995801548,2.1864375660535544,2.852155573454346,8.293026791283944,28.28856322531925,6.725650286813691,4.0355772844905236,0.12694524551317496,13.824066551896687,0,0,0.5461651493892937,1.3550091695395683,1.948999652832677,medium
44,26,0.866150191911891,1.7327148037535323,2.4152636798066407,2.947385912243108,8.468115307907997,30.944156213949285,5.420278888028215,7.087181689960275,0.10975416102158299,11.569697348011749,0,0,0.1929103461618045,1.394057796296357,0.867895515382971,medium
45,26,0.9999357799405881,1.4621483613583268,2.13658649864699,2.9103313117364054,8.123730204455288,30.060177192435077,5.322757904939675,4.246039820475308,0.11295177898475939,17.974511376791103,0,1,0.2361021217945368,5.576629965454261,0.8948106515489542,medium
46,29,1.1259934075185705,1.5209023612411885,1.884285376926707,3.0918154198777286,9.054221888211837,30.762509339928336,7.462592089505936,5.504962098988862,0.10853170845084363,15.826524323433576,1,0,0.3583322274776817,1.2515064288690163,1.3553959346777398,medium
47,27,1.1012023050016235,1.6235540730454687,1.8755272633293074,2.6432778752740713,9.341124211867744,28.185557695480473,5.862090777230864,7.58105082871808,0.09978548641860405,19.522338095837103,0,0,0.41375355171099426,1.6734747016127551,1.5882735125963374,medium
48,28,1.0928723971223067,1.5413202243790616,1.912128519259211,2.885052266321124,8.48490985316737,32.24598465274933,5.364114817168105,5.803630366780718,0.09870584208734202,12.898725285674583,1,0,0.31091644649434,1.2077347379844057,1.0546932156403586,medium
49,26,0.9152447433638763,1.2104776397631158,2.279622863809191,3.38805804148938,9.969751606468376,26.403868616519524,5.488799987855261,3.3261709632748384,0.0900613800091632,12.557736600206336,1,0,0.34329347149612843,1.2749175040488572,1.2306851674774353,medium
50,26,0.8631319492110261,1.278161074875503,1.7764787658060353,2.5949478636840895,9.052016494153925,30.404652537530758,5.417498697432547,-1.34103763295616,0.10593948267710165,14.916736187743744,1,0,0.23711382285215954,1.4603579972694518,0.7925966182600078,medium
51,28,0.9647617460613425,1.210285701884586,1.8468283305596567,3.043801595587329,8.786337142574133,29.009941230583202,5.413673956823699,0.18051886595441902,0.09790645541460946,11.188734879122764,0,0,0.33759648946191406,1.2241555710720726,1.1636511370784093,medium
52,27,1.0835119116386975,1.2853544828436874,2.5848491313570583,3.3081237811603326,8.217014495804555,26.443468530402043,5.571207178326471,6.160861863039376,0.1317107546648968,12.904275539561755,0,0,0.3237118291404894,2.125040313292825,1.3467528057527582,medium
53,29,1.0160421072203059,1.4443653813677693,2.406945033874406,3.1478405972585914,10.023161197827317,30.75035791028359,5.767893999804926,0.9388409207064337,0.13162378359278157,15.654718386431563,0,0,0.3266730370241548,1.5022665833739974,1.3484294831492578,medium
54,26,1.0293576768100459,1.3690576398029797,2.085422042204309,3.0474241940086038,8.800841523515826,30.634611173517662,6.602699763287447,2.866017543528249,0.11995640457117378,22.871163068228647,2,0,0.6925258287616213,1.4009446368294631,2.152373234164002,medium
55,28,1.3843413605012573,1.511506362738478,2.450718882203228,3.1640336472904975,8.690452390399516,26.839752428529152,5.752504131401014,3.2114997360955027,0.15878561639063035,20.531240965478077,1,0,0.41944246642919114,2.077532097338878,1.4597618673904216,medium
56,27,1.1201517376550683,1.8389215167325181,2.607128763072827,3.558169589628889,9.51906285263086,27.855865812574997,6.324385358755017,4.904189958213379,0.19086762546386932,26.37413526088126,2,1,0.7278757094771623,5.814199958525429,2.446571980781471,medium
57,25,1.351444112717545,1.6533124027429376,3.1332140544039495,3.468405993597905,9.103188151206307,25.10089273170777,7.482526378581801,7.838840762541721,0.13843518806315144,24.41394371627716,2,1,0.5906993960611728,5.949910049526301,2.1890409658206407,medium
58,24,1.1403825945508623,1.6658401276768515,2.4690926379159635,3.394137757206487,8.140555250408733,27.433993432073656,6.376856785570594,5.651855782808588,0.16747677156522134,22.038779735053232,2,0,0.450666474450802,1.5291901119221238,1.6565487856754335,medium
59,29,1.1586621851530219,1.7792927270816563,2.792287108742138,3.558449173121708,8.731123885812416,24.721081820782466,7.560281582987686,3.69280767105293,0.17976248928287217,21.83808309813284,1,1,0.513606789233368,5.9935588142530545,1.7240317569758292,medium
60,27,1.2236403936563025,1.6463138654885134,2.8899732881046947,3.7100281522558185,8.465717269438949,30.44016382221547,6.404274037600616,8.204646188279371,0.16233133471956349,21.965473981894025,1,1,0.4501612311045159,6.1926747781205655,1.5694133504116414,medium
61,28,1.2655606700274764,1.3787973710554584,2.639893935395013,3.54293726657784,7.784130855443893,30.373055237598667,6.641142616000993,6.951662614020294,0.10878612882312409,18.457219995353082,1,0,0.37313622177264694,1.214790675652168,1.3730548845154327,medium
62,26,1.0796086318224278,1.672182631978595,2.476222419813526,2.863776775818158,9.90686677770714,27.844844110469737,6.117488102560144,9.753410516739654,0.14483670311933144,15.264161190281403,1,0,0.47022945191050614,1.6378857039817405,1.485945036481482,medium
63,28,0.9821316749911314,1.3089444636270948,2.0779578720784904,3.1366252423967924,8.532275637494056,29.393681590669203,7.284920346011478,2.289654131244244,0.13664037365894013,14.482919345426204,1,0,0.46787231487101616,1.5206118435957412,1.4957605241666636,medium
64,29,0.9199089898178547,1.178674188462475,2.0880373013198783,2.7170746759959794,7.652922733883454,32.14211115528038,5.541754695138378,2.169648431978569,0.12811499347364005,12.393910768969063,2,0,0.3958130037414891,1.5824231518682268,1.4282072834099095,medium
65,28,0.8448669315078197,1.0877391835502463,1.9852626157666156,2.426659059536984,8.604828330002917,30.40111162575859,5.593227422341223,3.709774835891027,0.11650331433904439,15.61266219016494,1,0,0.2484152135253708,1.2693557847083143,1.0088320358026133,medium
66,29,0.9712074572189698,1.2836005492238358,1.8246475027881108,2.598871040344142,7.787759644203035,31.788073391295743,5.482912398856176,2.892267632664999,0.14930197484140875,11.805554059138384,1,0,0.37062228805482267,1.4138603751345986,1.5151622344851308,medium
67,27,1.0538262367670013,1.314563028336547,2.340761716735102,3.1465192009298315,8.559710809357444,32.15638737233425,5.6289177219785635,0.7387499754658222,0.12547958610009322,20.602262382456274,1,0,0.37525709051949135,1.4450111816664548,1.4126172866285258,medium
68,28,1.0399329961625141,1.6792168824441442,2.344233231257235,3.943509153016219,8.792085352807987,27.965037856725733,7.265605807695129,9.250887209576002,0.13161631528652576,16.453935102551956,1,0,0.3090266992864707,1.7301632947954664,1.218236228143292,medium
69,25,1.064295047121007,1.6508201996726575,2.3203494555288526,3.1992251929848554,9.018438302761343,29.44028859960061,5.808585309313669,6.457610491951654,0.2000614553965639,24.60162810574962,2,0,0.3311781142192752,1.3671059480679089,1.3222631890681233,medium
70,27,1.2714544499082754,1.5003061571966736,2.292917942172303,3.957769018609933,8.364645029308697,29.608292690343024,5.941545878259906,0.6804644116900098,0.1587411701164745,25.839812702341344,1,1,0.44156663996797285,6.380002603551371,1.4852518482562809,medium
71,28,1.1303807824684151,1.7250925251551326,2.8407015554719566,3.6702117335600706,8.691433037753916,26.267518674515326,5.835427451070449,6.979645756682537,0.1867763348699294,21.496009861765167,2,1,0.3919028478938175,5.5891102511541995,1.4814996345338622,medium
72,27,1.2701962892460446,1.3630161778650158,2.2586017872034096,3.5728112968432093,10.07163480028296,27.590757534920726,6.437960083747118,5.2947543520986216,0.14260152458564412,16.72984847145934,2,1,0.4165502275889923,5.625978996585619,1.6072297720898878,medium
73,26,1.0750609019722968,1.3656233730404843,2.6067439107213453,3.1504575176932366,8.739822770154735,30.30089949750807,7.075791779096677,5.744427925222566,0.14500506260192794,20.360297837725703,1,0,0.49375761099746085,2.040452520161682,1.4796512031460085,medium
74,26,1.0654193801979732,1.4977560665546024,2.768309002119954,3.4349415111042414,9.271330775951379,27.19352052112299,7.200915163387365,6.267757050980655,0.15433664846202247,17.328190832637944,1,0,0.3966861904212112,1.3135592768756486,1.5770515051367051,medium
75,27,1.2293957272664762,1.4737395259027284,2.0537812104849906,3.5640127850915517,7.115966353515297,28.68562648679618,5.935312282197272,8.490113899420177,0.14043169298483618,18.22570230396007,1,0,0.20891594875370423,1.7046721778208345,1.002539265557605,medium
76,28,0.9874933811903295,1.1520691575915782,2.1128893348343487,2.973050140090282,8.871052079400911,29.788328938953132,6.8577051106563065,-1.6560975560280449,0.11995110344399432,12.398748802493525,1,0,0.2550423020820203,2.0585863827851902,0.9202305376285526,medium
77,29,0.8421620480057803,1.0987234091185867,1.6438577973523727,2.581700368989062,9.557020921959461,31.631004809158366,5.582581347914614,3.3333773118008097,0.09978395960205322,12.077310422956096,1,0,0.1285780363161696,1.5341464736805264,0.7054348577916445,medium
78,28,0.7799903307564323,1.1529349145971284,1.5973087209804506,2.4446478900643527,9.299257056154786,29.617537982873348,5.590966567978914,3.8384788209875778,0.0918958601587182,14.426959970822363,1,0,0.20488763687408773,1.3254916337309035,0.6213301423452819,medium
79,27,0.8278360475033126,1.230283476959042,2.0450050821570875,2.490291441158136,8.439163908358768,28.906010844463975,5.020158822332274,1.1235107745159978,0.11954109529997949,18.513189039404423,1,0,0.46235309265962465,1.5079184994840586,1.5580320743607312,medium
80,29,0.8376041017907601,1.06025856083869,1.9586639579675635,2.9203600889021026,10.003174724220411,29.335361279096087,5.000471242829129,7.449851926967885,0.0663161420366625,10.699436627421605,1,0,0.18680943140510725,1.2776794303293493,0.7024614036759147,medium
81,26,0.820819899684076,1.2505075021248144,1.6163857776223773,2.370060374955552,9.568995533589298,32.28826558804073,4.890920555114456,2.7323341235024574,0.09223464626772016,10.217900890512603,0,0,0.20416143169697867,1.9131477838125495,0.8973879193319576,medium
82,26,0.8376318590811022,1.1522388235697139,2.297216829866677,2.8593540515733666,7.769372827633555,29.728775539555745,5.4026745144956525,-2.0962861126767125,0.12666179607062866,12.014724360303923,0,0,0.15809808991101978,2.0474316614149983,0.6009092336714481,medium
83,30,0.8547252840331991,1.1824280667963551,2.8971172285986775,2.4035713683285893,7.697807166502315,29.558249178121617,4.9299645152148575,-0.07741912951189489,0.11048776570425572,9.243863098579572,0,0,0.14000145834267214,2.3019116286528343,0.6655048026164428,medium
84,27,0.9773001029812757,1.0891446290547067,1.9535099576867114,2.484282505797586,7.718821503119007,29.80933709504686,6.612419533042475,-0.06188481144007785,0.08609377709160569,15.611643680296043,0,0,0.22361182741688312,1.2547483158994424,0.8236655696492112,medium
85,30,1.1295464430601718,1.1891303859300213,1.7083981714163832,2.561482516452651,9.745224215339789,30.448369772771613,5.671299689766656,5.409953908694359,0.13158838525269528,14.67244147082113,1,0,0.15183043789054687,1.4541839028258472,0.7880828424150841,medium
86,27,0.9837162997260287,1.284148298175233,1.9065137238768612,3.435633071208719,7.6938223216207255,30.08636278594228,5.557456241095565,3.9004456677699584,0.08099914233927524,13.040129559992721,1,0,0.1637731467771824,1.2729267076439297,0.6255375836780229,medium
87,27,0.8847151836003483,1.123430908432108,1.761499017703023,2.9814565383466562,9.009477227062789,29.9910288556791,5.518985120002959,2.8149570046923067,0.12730755448501926,10.030565763318801,0,0,0.13469511187762295,1.7459040889120718,0.7425898381814315,medium
88,30,0.8886309243209564,1.1932150046442835,1.9269512497409018,2.6434865893553074,7.98765282697075,29.568144244049012,5.245688252380213,1.2684369198797794,0.13969184443158256,14.857437646601433,1,0,0.4374234375401622,2.95,1.339613306921922,medium
89,25,1.3078669577544675,1.446431233727366,2.4769603937545126,3.0054459787808696,9.369945166070083,30.37644863491225,6.544231983120898,2.4268862661996726,0.08143798284258966,17.367715981361847,1,0,0.5559365488928663,1.2031627042399091,1.8093596225989739,medium
90,27,1.1074088320755795,1.5431308299875979,2.383483224189745,3.490386881803789,9.41186361663524,28.154550711703536,6.652383406468737,6.180887245307278,0.16477758054750763,19.293830714148896,1,0,0.6835942266483558,1.6487360403678766,2.213518835988133,medium
91,25,1.225071366134096,1.4798382771834742,2.803248418580315,3.34878680184309,8.057169851263538,29.743348710916365,7.454486117097153,6.529977558561772,0.13995333458492554,19.092050698795223,1,0,0.3908380449293232,1.3598891420733341,1.5334203423983706,medium
92,26,1.193300658319505,1.5956901768130651,2.762179335011544,4.312487064498038,7.0507411741834245,26.419472757737516,6.302931688526206,8.435182998038158,0.1914880818188027,22.548824519482135,1,1,0.628928564738604,6.54175280932391,2.072566081986649,medium
93,25,1.3775453613183644,1.7147578991280172,2.9504293473879457,3.9137650383709586,9.269079961583412,27.917513924519035,8.507944173753465,3.48065923038377,0.22937034146605945,27.289472907493366,1,1,0.7378633706567951,6.7743975368254254,2.463317729088471,medium
94,23,1.3427531647938238,1.8107099331072658,3.376741081975869,5.04962545771384,8.254592577906404,26.09412616241515,6.856480744958243,7.396466346680146,0.20476890237360446,26.073279361526033,2,1,0.7842491137204408,7.22616557818077,2.535115998759509,medium
95,23,1.6073408813366894,2.000320833820665,3.659263967725875,4.762513766245429,9.225115979268955,26.319799645624947,7.264527147825644,7.144146350907163,0.2635544988275717,28.15015242076305,2,1,0.9494198854960224,7.669363565194034,3.301809153379133,medium
96,23,1.70843125921011,2.0949789601413626,3.3754649481928527,4.789411006617853,8.966140442552124,25.107494945192407,7.5132455619655785,7.48650792512937,0.27848331635982754,28.876878548757176,3,1,0.8119416588062754,8.801380873246327,2.7349352514717897,medium
97,23,1.4497511748447183,2.1843409650065375,3.417924332775282,4.363165504840243,7.5405497423888335,24.2306591422749,7.070120920911017,8.773494148288435,0.2585660178419825,30.72143935596093,1,1,0.8908969829559312,7.43541903432371,3.0089770218159266,medium
98,24,1.4394674366759028,1.9049419058529444,3.318728861855521,4.537635852571118,9.98707438712356,24.85551568380764,8.14309804397646,14.211814919015467,0.2124233887571483,32.08133469820852,4,1,0.8170595373395892,7.713649987063328,2.8035817506088065,medium
99,23,1.5181192242111947,2.0635869833344156,3.4159867998304785,5.191963927163719,7.672397879583253,25.71937676502127,8.023307040190314,11.903871528008176,0.20493628508142928,37.08274238545257,3,1,0.8221227442768405,7.328499963699861,3.0455931700378462,medium
100,25,1.3755937999074714,1.727575748013105,3.2551200264372997,4.797520478300348,7.68331138299109,27.02777875896115,8.684619048228535,8.658715658272389,0.19992164358972403,27.366793024733877,3,0,0.8239994048447,2.2361809867002598,2.533452074945882,medium
101,26,1.3808632450138374,1.7814796157702215,3.420819003870559,3.9121739826600255,7.813183926609516,27.048196147661514,6.589228846721306,11.727617065267648,0.17525600144110287,30.31346606948781,2,1,0.5752916550461608,7.304539420914785,2.0378998325010396,medium
102,24,1.458390620939471,1.5550668550663775,2.7631604652664663,3.9040909511432544,7.234801143213584,27.651566244727515,6.844155168339278,8.691038169144669,0.1951802146242388,26.90457952292503,3,1,0.5215982813446951,6.2149133189640855,1.831110123905922,medium
103,25,1.2688185570727943,1.4579611292161905,2.783982688668324,3.683822114525025,7.517508236187319,26.678054539119902,6.063565817673173,4.98640939166018,0.19594887120420418,24.83287669299606,2,1,0.557349947302614,5.968657476576565,1.8057136563606901,medium
104,27,1.2278294769311617,1.4786572598803347,2.53611481235046,3.503215146783818,7.523526284710983,27.277035469571178,6.434841399262772,5.817339559925522,0.15666382919023095,18.74871802154708,2,0,0.4528184872077057,2.474171200815145,1.7475337826164044,medium
105,25,1.1070807796635844,1.5973461806336695,2.4143032777483318,3.88782495274965,8.155243319075016,28.735959906619243,6.62683047315431,5.893823066698444,0.11495912030688954,17.38520518918861,1,0,0.308430374008169,1.202879292053646,1.2275104460011061,medium
106,28,0.9576028860647399,1.4860838763872575,2.3547507740114453,3.1923279223534324,8.51592218069909,29.22239709898923,6.457626120899573,7.3806158250026765,0.14667337837230332,16.16032335839215,1,0,0.4278793563814568,1.7626616125404384,1.5384013021778913,medium
107,29,1.1857697404480332,1.281910361486768,2.3190026253771743,2.963982270875436,8.148151758179633,26.792009466868986,6.512952200492017,8.110424750879304,0.1558028031034248,18.522238504818016,0,0,0.27964311152142696,1.4875134813249804,0.8116863123340092,medium
108,27,1.0080278996644498,1.1742151279985005,2.213399188400667,2.5229478816028097,7.208936133147634,31.01169952032549,4.940447439341832,5.294991404911105,0.1499227929871675,10.886427644467895,0,0,0.246432052772902,1.304395110808086,1.0309757948345288,medium
109,28,0.8782146909207988,1.257282461691779,1.9259932464594438,2.5747299185450983,7.5315638733807315,31.731785236688342,6.006717585039718,-1.6157690273175418,0.11892608236711777,14.254893293133286,0,0,0.23091199189303027,1.3832013100323763,0.8537716811077263,medium
110,27,0.7749075860516594,1.4160630360548314,1.5840427947607407,3.282938300639013,8.099422380743615,30.963664828979816,6.968344275599293,2.26718208349682,0.13293914991775427,18.15469211379351,2,0,0.14024651108639452,1.5821139294464721,0.671117389810347,medium
111,29,0.7692853031589677,1.0338667618369655,1.6271016351214609,2.556651268364237,7.806763678762434,28.64226131933133,5.4637526848207365,2.5220450179178884,0.07586440104617974,9.513871666072523,1,0,0.15149673911713696,1.4940577582692574,0.4520358067486435,medium
112,29,0.9033064357999342,1.3193929778149331,1.8406845250719457,2.3476513878202523,8.119553613580553,32.229102783356204,5.189659673582922,3.8132651913947586,0.11113646611568835,8.774823622887405,0,0,0.25438835516818953,1.6108076799769062,0.9561003861850254,medium
