timestamp,numSV,hDOP,vDOP,hAcc,vAcc,gSpeed,CNO_mean,CNO_std,CNO_gap,low_elev_ratio,PR_RMS,Fault_SVID_count,hard_label,soft_fault_prob,pos_error_2d,residual,scenario
32,25,1.3114052724670873,1.5249537537355355,3.1519600310527003,3.7702585544635867,8.15529104690377,27.678756123394727,6.392419323934973,7.968812182343667,0.20124321281871732,23.42654995059306,2,0,0.5509915741623435,1.7054412402235566,2.1023054186198045,deep
33,26,1.3683413739936614,1.6119032211006634,2.9253416784676056,3.5586667222437702,9.030832096127861,27.639974662441055,6.736156024715473,8.404484006534517,0.18385034014231952,20.303945590770844,2,1,0.47420570434694687,6.673750316119292,1.6401666262356116,deep
34,28,1.3580432801965088,1.6694230752875225,2.8082668344891704,3.6274158155553287,8.790600321746382,25.87920033898871,6.835603099026576,5.216712146338361,0.16381258715294966,23.04118200053812,2,1,0.5647522853421347,4.994839111298699,1.8912582543078746,deep
35,27,1.269107404464673,1.5411357481668277,2.868030835467691,3.9619399373977733,7.379557253380625,26.02345237494741,6.177282138713728,5.642565280725404,0.16393774818154552,24.932729468148292,2,0,0.49912289240813396,1.2718408114571933,1.6971933242675248,deep
36,26,1.22619055229392,1.5766562490365483,2.693922147382561,3.5009736152337076,9.396570859688495,25.53325863775526,7.542282834516126,4.9460111828151785,0.19194753570330558,26.5480090846227,1,0,0.5195088033582825,1.2448141587821953,1.7423076566048943,deep
37,26,1.1110531222862983,1.552526664878019,2.490519130130065,3.7129315370787808,8.672461334760778,27.126901355613676,5.931632316820152,9.635576565455397,0.15551835395952876,23.304695786055852,2,0,0.5478664959866428,1.4315971795913502,1.8439482240527527,deep
38,26,1.3152869902261208,1.2697803537926082,2.447598914512971,3.2239503073370246,7.689457926425378,29.157726198536114,5.608799726882886,6.585173921374915,0.12809839736049375,18.84087409560494,2,0,0.3224418923260105,1.3771113653873954,1.1665579033223121,deep
39,27,0.9743335933009187,1.232604797128722,2.089238468266338,2.6923625610893156,8.104714764484894,29.007169317720802,5.35420629609233,4.107244329208353,0.10667259771255738,16.13077337013081,1,0,0.23173989151733382,1.3165301097038702,0.7457124326929241,deep
40,29,0.8290569283944642,1.3733256505197007,1.8215607025428093,2.7609350836646422,8.61865223670751,32.0284425041507,4.959149692681551,2.380265472795702,0.08239215992761864,10.78488177180507,1,0,0.16327372775307797,1.832765173897145,0.8923681112098839,deep
41,26,0.8961052892735704,1.1219603867958934,1.715103526410857,2.8756245033138934,8.993638832233032,28.52857103843767,6.342266560601007,6.604146949559907,0.11116608328021432,18.21916728363627,0,0,0.38695991023285276,1.9532961405544516,1.3951678133822614,deep
42,28,0.8497835712717046,1.1333800162682315,1.7732388582882317,2.683265656848876,7.041974083263616,30.715384447999313,5.646737900005905,5.839317906941973,0.13665271627842712,14.64927002998702,1,0,0.21133692885435815,1.8886880799508523,0.6990708122442654,deep
43,25,1.0544525843263766,1.2841873436003222,1.8331128034671433,2.605007505605034,8.66351559343944,28.62518793556786,6.026286551703031,2.168040324052331,0.09260224086596172,10.816919139350633,0,0,0.3528790656510225,1.6757843283023641,1.279908894918897,deep
44,27,1.0997260156590536,1.4921900020792833,2.902870338353409,3.1553241005046715,9.261935475339246,27.542497011713454,5.938448712608892,6.1187680786299,0.14149925097299673,18.800877170370526,0,0,0.2827243086719045,1.2751278313267438,1.2504754743171775,deep
45,28,1.2752690006156027,1.7499841703596561,2.574870712139342,3.9446326437826187,8.286371110762538,27.08505595494346,6.384351840887561,6.997212564602266,0.14430511004985758,25.6952628901675,1,0,0.5459537972397029,2.159840033862493,1.8323274714650069,deep
46,25,1.294103782890614,1.735373187562711,2.9003358528054934,4.830968540102254,7.720112802508439,24.309777979505547,7.1148293491931245,10.017820544387789,0.1666072822072161,25.26474391997328,2,0,0.9208059506335744,1.8810094564109021,3.0535590568586564,deep
47,24,1.4599214224106387,1.9004352764219918,3.221900854141749,4.390566878310476,9.769342416864658,26.767752306400645,8.073680552853835,6.321473345256023,0.2507975972177422,30.92458776517189,2,0,0.8270397342692309,1.9604500120260084,2.7585805266013224,deep
48,23,1.5263438723410163,2.115162267528053,3.5504476830522775,5.635030562425854,9.581887204198063,24.809357516527033,8.131378761881809,12.979431301255723,0.2123807442607965,34.39007449389015,3,1,0.8869332573331017,6.028980572426158,3.17523930919699,deep
49,23,1.824675903350355,2.166228844345126,4.339021915219792,5.7126754230708645,7.345079126157107,24.890431233360104,8.349122704032322,13.567124191742852,0.26781887294267576,36.87547426964769,3,1,1.0,6.993129177105903,3.5251152094060916,deep
50,23,1.889385820683712,2.3210675011745563,4.6286093386807226,5.695751004962893,8.795059556516758,22.002547768741437,9.141847024612899,15.684293641684008,0.317337155911165,41.945106563976665,3,1,0.9942939108016899,7.5896200382489605,3.9374118047041247,deep
51,20,1.955008726351294,2.707903237499776,4.601081505226087,6.162515361436735,9.3429003610168,18.550434382760685,9.665148369350218,14.073526184489321,0.35667177297922853,44.878794418770866,3,1,0.9578181931575538,8.63331289343477,3.9994066033539424,deep
52,19,2.0798204063336203,2.6407215086418825,4.911587562737894,7.245617376693883,9.364186186389288,19.336596321481373,9.469532167268376,15.037537104742848,0.38138805748604626,60.2907122143208,4,1,0.9841847735034427,7.892949826281531,4.397518088987045,deep
53,20,2.162564963360144,2.6529151043752344,4.979156127835463,7.219263188581437,7.5101336482403385,18.692311841342843,9.527362987978211,15.641081676956313,0.3641410930961227,53.67985859175352,4,1,1.0,8.572675825458393,4.659876325099139,deep
54,22,2.1173791457037745,2.6136379520956963,5.184770613051084,7.321915216061926,9.574637624315555,20.631587983795374,10.150174832122971,12.325715345701887,0.3799661143461431,56.46493286517335,5,1,1.0,7.674412229411622,4.655957761245363,deep
55,19,2.0990983854749845,2.680127197170751,5.0735251783226225,6.881380920190016,9.846882596601457,20.515791715331343,9.465244707307665,17.02274124343344,0.38657462362845746,52.482752216977694,4,1,0.9579449810077038,8.38628859629015,4.333100808074054,deep
56,18,2.1922674789857908,2.6155426159120645,5.351135571589395,7.414027019486515,9.477883899477291,22.411491696518464,9.872536362454015,18.460562411499144,0.40876697522056654,49.22159819344115,6,1,0.9840586691034279,8.61786062888043,4.846483525854123,deep
57,20,2.194285499798232,2.667195925699722,5.160048619779078,6.845564450033891,7.898937382706633,18.647027599634782,9.940218460593593,16.722579592625813,0.404214039027178,57.606347564517165,5,1,1.0,8.851663129128692,5.380342314289451,deep
58,18,2.2891316692443886,2.7173690789047615,5.150353819511116,6.712150454295842,9.829195993054483,20.285194571342192,11.365549650564171,16.721340169186394,0.3575728099215897,52.25931999844311,5,1,1.0,7.828561771767169,4.851976079257694,deep
59,20,2.19142673061466,2.74455270497157,5.3150531027752415,6.770868948671454,9.73504916239478,18.92567594637045,10.294937094389944,13.081386389925822,0.3747135205625058,52.348842545614076,6,1,0.9712145627186263,8.292885724454646,4.380457858970353,deep
60,17,2.364775602527767,2.929089659239837,5.045523588395111,7.103824389572649,6.781645262695754,19.884075569790234,9.978086039848362,20.34032722973497,0.41473783384239193,52.829029093457585,5,1,1.0,8.471775210164372,4.986726875261109,deep
61,19,2.1594397955142397,2.765579018837514,5.291758825144201,7.009566256553564,9.21752871428649,20.988103597277913,10.451164563160921,16.749611215080936,0.3678592961621362,53.17239681844688,6,1,0.950351186643126,8.334543728231889,5.482855791566176,deep
62,21,2.167179670401564,2.674150729469958,5.7282036079763055,7.180735353935777,9.141966102039849,18.728006448777766,9.749970577985469,16.800440307757807,0.3795142905591599,51.0784327090449,6,1,0.9620268666675102,8.31527879307499,4.525962895623472,deep
63,19,2.3019676889347367,2.695538280583769,5.116926961102895,7.062891354222902,8.874981273773487,19.427262505685125,10.05961323828693,14.657359494499467,0.35935822568094666,51.56944219409799,5,1,0.9848194406792609,8.189635627135965,4.629549145522087,deep
64,17,2.2691390522581094,2.795196247443809,4.905423862603095,7.122760366902382,9.079889642967043,20.1667600463343,10.99996207188816,15.668159774708975,0.4114530847082809,50.84991358627076,5,1,1.0,7.947051888388241,4.715322231658202,deep
65,20,2.051370241906153,2.7668359134821445,4.9990332298171865,6.83964817414143,9.10930591867475,22.014380075299265,10.05864069814805,16.053688384214446,0.4231943054420894,50.24715183076826,4,1,0.9565746879590631,8.948103118097242,4.491009859475315,deep
66,22,2.0965749400015627,2.6739657100561254,5.393364948887577,6.864623022986867,8.53643776201261,20.852017831767498,9.763841192128975,17.593646526528275,0.43279708369617165,58.4694360179947,5,1,0.9145402123965097,7.799756571427261,4.463438844963356,deep
67,19,2.111401997536301,2.750448669717182,5.189822994434925,6.869964601669346,7.868350851816625,19.653772901960906,10.141899114938147,17.17041279674845,0.39450671906689405,53.77589778742479,5,1,0.9620681778991876,7.953041338714614,5.108251238330841,deep
68,18,2.281550343681896,2.7710243898309255,5.223626066417583,7.115402298309701,9.200807957730271,19.58303229138546,10.57992634191945,19.00518449333836,0.39083400517526073,53.79834939442484,4,1,0.9397786019375771,8.32235799895736,5.327788754688816,deep
69,18,2.505851251212027,2.888733186854489,5.121606514645788,6.995808800914812,10.091192268794767,21.09154312377191,11.097682090988279,13.266918341168104,0.421938444914276,60.321999509228505,5,1,0.9683132344323421,10.066749433889271,4.606729935973637,deep
70,20,2.246201975533698,2.8155927787894854,5.171622491461629,7.319482817393174,8.194851659017127,22.27863101713517,10.295836933343873,15.054882608480215,0.36901699882967576,54.01627762733274,5,1,0.9788974877329828,7.842095861826001,5.0302387070106676,deep
71,19,2.476387279389173,2.777732804376046,5.122796637723198,6.856611240360661,8.76849985655349,20.12728288667278,10.760198228682718,17.7090466765965,0.3805801740480606,52.3485101777716,5,1,0.900264103408833,8.060090419764466,4.499092245181218,deep
72,20,2.336689051549036,2.921910859888256,5.0043650096200425,6.809744389656472,8.417401049668017,18.75408968816568,9.731030791170156,19.602370417631423,0.37036378877512055,55.89958894818914,5,1,0.9669206962244,7.962672504736903,4.785731788332181,deep
73,19,2.370851190753526,2.8868267959441427,5.173335757632356,7.324326329022302,9.240340162516633,22.493018816445968,10.29149842317954,17.84175405833993,0.40848049917269597,51.416239197038266,6,1,0.9822835541946392,9.32016052099109,4.989004635818919,deep
74,16,2.196409095078883,2.71433475941581,5.302367743168961,7.025485528842334,8.577421768988373,20.299391814363798,10.162286789025663,17.13182558561336,0.3933324972129286,51.64359988443611,5,1,0.9774111280004502,8.079418895322691,4.4549773723399895,deep
75,19,2.2268643726081065,2.96217722202297,5.716133288282912,6.819643604641388,8.897208542896383,19.289435226636147,10.160420853775241,15.267443655184364,0.4113845193833078,55.60059855889396,5,1,1.0,8.957218962518448,4.9094046450301105,deep
76,20,2.3222510816209527,2.805584440701542,5.138578710479569,7.743574242166974,10.680757568856063,21.744419936345516,10.739607134570377,18.05118200559436,0.41069861132265084,51.54061396268052,4,1,1.0,8.14578888595789,5.284884451267654,deep
77,19,2.2750771409116113,2.8142827567653703,5.049151529346334,6.814549754493266,7.642298634293335,19.441606605113815,10.08660312174481,16.45509481648314,0.4064956554372961,54.455420093732045,4,1,0.9673863092706374,7.754423679418823,4.361348699087197,deep
78,17,2.2366465165787686,2.6367586816422,4.990148781727643,6.9912297758071045,8.657647511543612,22.136621521554297,10.354545279971488,17.53244714312378,0.40898118358110586,59.87292797806774,5,1,0.9949617569229268,8.110715984171184,4.646555441681427,deep
79,19,2.1288838339519685,2.701811854538408,5.100743394662246,7.062992295152982,9.141311938690041,19.835289457689143,10.075973665929732,15.939476634089417,0.38248693520118227,58.32393372394594,5,1,1.0,8.328758803516626,4.343039284730363,deep
80,19,2.147746492111022,2.68761634623521,5.022845718331323,7.026374176446073,9.12790559612139,21.524960053894247,9.949527910262189,15.379030691212595,0.38255976029354677,53.19835996856947,4,1,0.9802972185009683,8.177851768540252,4.74241596535724,deep
81,18,2.2245849522614973,3.0143783739828374,5.117269749951654,6.989575900146834,8.666057369180391,21.132177814535243,11.028800221623682,17.589146431025306,0.4345788161699965,56.561477123322064,4,1,1.0,8.118754494245147,4.875981029211653,deep
82,18,2.1089632342102713,2.9955577071097705,5.6344346591691785,6.954236877800623,7.770816270560358,19.417250431043968,10.18079756331384,19.794975969475786,0.37460001302609663,51.536531769055095,5,1,1.0,8.434773613348984,4.6877108935676555,deep
83,19,2.193459342540558,2.8717786988948952,5.074926972009348,6.946019095788568,8.558322549023485,21.546290206475103,10.481570349565713,18.665239481080942,0.37055299507466327,55.818770878594016,5,1,1.0,7.780117339533066,5.1107178297803655,deep
84,19,2.360568285588257,2.903693274363288,5.203909674085481,7.71576302982338,8.605332045005241,20.53031616994871,10.33999654068655,19.872114678985554,0.4020352670023957,52.19710013250424,3,1,1.0,8.139305504030979,4.7514570205041915,deep
85,17,2.4023585675600594,2.7538997762554827,5.295249280977652,7.199351999595364,7.747826474245132,20.30298317380481,11.309918944719977,21.198010625386605,0.4079414215832682,52.91327109970376,5,1,0.9457058464492403,7.950731293243221,4.761361541453931,deep
86,20,2.1514491662756594,2.8955597587922624,5.611147051873529,6.964029998062456,9.053689055861977,20.477740478223858,10.026414605802639,18.288233042171967,0.4332995144791861,57.08206625261624,4,1,0.9287348658294943,8.79402535902125,4.610209739744742,deep
87,17,2.1606549737881777,2.8417532994126886,5.397207818811572,7.553798952883914,9.450058972107692,19.64790784177489,10.200093581054405,19.635346648900523,0.4584376872300365,52.18308825875071,5,1,0.9540851437548006,7.910494338565389,4.707028590007289,deep
88,19,2.3234148194189377,2.9450404645579997,5.195888840027355,7.132199814333099,9.974101864178301,20.40050751183866,10.953435635061545,19.33687781275768,0.4050648276476714,53.01586084381062,5,1,0.9915360769132989,9.199647062166925,5.301568688552156,deep
89,19,2.293618347617311,2.775285964453794,5.1280300700574974,7.440006121597881,8.043776463736886,17.997004503225817,11.340390353811783,19.6716475060541,0.36985873352003806,59.40852385309232,7,1,1.0,8.035908837780935,4.787875402497194,deep
90,18,2.2749326338469897,2.710274987483752,5.030420460304279,6.825968648698368,9.078671015452288,17.082860749388487,10.241804414076906,17.48488608578956,0.39428466086598696,52.529808839917635,5,1,0.9625677261236119,8.363654570473665,4.5035558501756485,deep
91,21,2.207435341765691,2.7903132361919196,5.071592822271479,7.508077021448438,8.504389199737295,21.76119567050438,9.723290794369005,17.112447037261536,0.4042662969896224,50.67821658173151,8,1,1.0,8.092941009723146,4.849967705619785,deep
92,17,2.2184738905667647,2.9571646259049857,5.091854170244247,6.910913140211139,8.20006392537801,17.882583121717705,9.736838815600857,16.069553168331446,0.36219630645532075,56.305180553884114,6,1,0.9751816266317352,8.068230086551582,4.52286530213485,deep
93,20,2.17222021423396,2.6671942676494953,5.083608322195138,6.715510057783839,8.035755388997119,22.28488351363212,9.826801673199805,16.113642290688865,0.43443383654347734,55.27185106338995,6,1,1.0,8.682337872371704,4.861706358084413,deep
94,19,2.082385888239669,2.5689177852117937,4.866334299860646,6.66878068539256,8.968810729759198,18.38739279292564,10.77191305577668,16.763374427525335,0.40430140034635176,47.7179330094294,4,1,0.9933716718642597,8.563848806053816,4.098862370336695,deep
95,20,1.861973932438715,2.7380767783087525,4.514560141924362,6.191431426427626,8.334939407201155,19.564220415095726,10.692881681701063,13.591126571945749,0.3355791251927382,47.910721483756674,4,1,0.9456280091737688,7.8013320641348916,4.162224973259287,deep
96,23,1.7996946516646533,2.273108706067784,4.30292146522113,5.462693577682185,7.5756997601061,22.13131353490434,9.235365638381971,13.259530061930846,0.2705260979982689,37.395316620409375,3,1,0.9384952395194379,6.596603068742922,3.4533411180393134,deep
97,23,1.5586053026029725,2.3234918929670285,3.612901971792626,4.999056572929292,8.758080576715269,25.868592178277524,8.064344341420732,15.106632213879625,0.28200283531834575,35.46419077477693,2,1,0.8915030280135904,6.443560288811748,3.1437276672636805,deep
98,23,1.661928755824325,1.9577518490840433,3.6674826870339143,4.569980231517102,8.504161054598807,25.13652011730151,7.851575556068086,11.83289436967504,0.2907150567426032,37.321165077193264,3,0,0.7801838973587828,2.336190700050886,2.510859302020701,deep
99,24,1.6339216543476986,1.6883138414796086,2.7991801091515742,3.8445161087448554,8.610166293740011,29.80191989298331,7.0230715786973885,8.814520868775443,0.19121122225424975,25.8256549379499,2,0,0.6709427110609167,1.214258578247027,2.2215865972206124,deep
100,25,1.2337924884974631,1.686673330326143,2.9000519782327565,4.285577224296126,9.530169516943188,22.44899801161866,8.8910696179131,6.458389591550805,0.19937250794436626,26.486121136929075,2,0,0.5683710085718007,1.2155342805243545,1.8255045066088293,deep
101,26,1.4498388980864994,1.4650293242768373,2.491590682401038,3.3919887137745537,9.243571644695736,27.935675771266133,6.409999274739939,5.093555682222649,0.18512635713303632,18.593702202848906,1,0,0.5537255599980773,1.3515800116003818,1.8199618940339564,deep
102,27,1.1479079200782536,1.5228583066440846,2.627092626456985,3.194035070958053,7.223904070029343,27.117556743944345,6.289572715009497,3.016880921785809,0.14827811872831095,19.77045183885081,1,0,0.4003252339287805,2.3455063044900095,1.4271236847022346,deep
103,24,1.1417534673694594,1.470344450094742,3.1479629491483796,3.952873076591709,7.511950451532302,26.009199000207776,7.254480741131836,10.193982823900361,0.1831179748060521,22.659537151103002,0,0,0.624699865019527,1.4939993784525822,2.0881031886337222,deep
104,24,1.2812251194805047,2.007542727384112,3.0014925183998695,3.9761074667628997,9.142749688594447,24.991299581406277,8.698990487558783,8.952602409147094,0.23925011137913207,27.17172025899022,1,1,0.8305371767168543,5.497670768112984,2.8380898677194066,deep
105,27,1.459619215098516,1.7907235171011135,3.1537861351603675,4.411557852222881,7.335808328311531,25.04847467926896,7.804701042793872,12.318819499167443,0.23042754888421016,35.20323380416086,3,0,0.8159605881830773,1.2547411683848901,2.6136666158649295,deep
106,23,1.5900345200946888,2.062332108603708,3.6368012655518713,5.219746812576145,7.614086471472317,25.169414874175047,7.557043587449161,12.950738575109336,0.2865330928434671,34.33129170584547,3,0,0.8921772388702047,1.4264298221984066,3.2391956114432903,deep
107,24,1.5880476782920745,2.1993665088512344,3.7182738700854236,5.223902899752585,8.143446385831515,27.35104215751728,8.119585978282354,7.589739845791236,0.25821991795364885,35.20322346104732,3,1,0.8591857639814949,6.90975865312866,2.935435582721476,deep
108,22,1.7058986425558413,2.1423742658132214,3.930503352938568,5.570167758532165,8.994959605611287,25.648197143500987,8.156217040086425,10.145843908368594,0.30699113357982466,40.239339841161794,2,1,0.8872926549020127,7.4386280870536154,3.43831065656518,deep
109,22,1.6419330573286737,2.0728027030725076,3.6791393311633955,4.971895905381632,8.171280237518415,23.58632326964769,8.741229672326364,12.50142530461525,0.2662201314446963,33.07398855186925,3,1,0.9192053664783393,7.599888185240676,3.1451095689602333,deep
110,23,1.5838676513027525,2.2968687816885485,3.882079043264646,5.084409530127803,8.07720796602115,21.72104178799858,8.435260686103542,8.583724496334643,0.22448828030049267,47.73910707329908,4,1,0.9043442656206331,7.54042748582259,3.1519241165178453,deep
111,23,1.791394803454252,2.1735208574910887,4.246644477103326,6.072999860172508,7.8257585150574975,23.5123165928202,8.386329248497937,8.94086305805716,0.28028279550821955,40.215103570068514,4,0,0.8787470431504599,1.2661578852518662,3.235455004222778,deep
112,21,1.683772872242485,2.219144304555288,3.943393506023878,5.273456100876119,7.154911161768937,21.146861673993183,8.06861628858035,14.903585998129355,0.3003458212790799,37.37167887686909,3,1,0.8816991957936761,7.333302051661544,3.1059657958109894,deep
113,21,1.7562688557551391,2.236737259162063,3.8398427554470103,5.2320176147103705,8.162204353538362,24.21532821362453,8.607328762223826,16.853927140912514,0.3089563942741034,35.86963990295953,4,0,0.8707079080598524,1.842062631069802,3.4406975763796033,deep
114,22,1.6610452245148752,2.1131226462511647,4.1250999849618015,5.543420148899005,9.330259689435858,22.89611050153103,8.461476797043726,14.785948963799898,0.2952867142902963,39.92514088153522,4,0,0.8854085026455447,1.742409638895976,3.305587682392784,deep
